id,title,description,difficulty_level,created_at,updated_at,examples,constraints,test_cases
308,Largest Prime Factor,"Given a positive integer n, find the largest prime factor of n. If n is prime, return n.",Hard,2025-03-16T18:03:23.889182+00:00,2025-03-16T18:03:23.889182+00:00,"[{""input"": {""n"": 13195}, ""output"": 29}, {""input"": {""n"": 600851475143}, ""output"": 6857}]","[""1 \u2264 n \u2264 10^12""]","[{""input"": {""n"": 2}, ""expected_output"": 2}, {""input"": {""n"": 3}, ""expected_output"": 3}, {""input"": {""n"": 6}, ""expected_output"": 3}, {""input"": {""n"": 15}, ""expected_output"": 5}, {""input"": {""n"": 13195}, ""expected_output"": 29}]"
309,Largest Square Submatrix with Divisible Sum,"Given a 2D integer matrix `matrix` and an integer `k`, find the size of the largest square submatrix such that the sum of its elements is divisible by `k`. Return the size of the largest square submatrix. If no such submatrix exists, return 0.",Hard,2025-03-16T18:05:27.970053+00:00,2025-03-16T18:05:27.970053+00:00,"[{""input"": {""k"": 3, ""matrix"": [[2, 2, 5], [3, 3, 4], [5, 4, 3]]}, ""output"": 2}, {""input"": {""k"": 7, ""matrix"": [[5, 5, 5, 5], [5, 5, 5, 5], [5, 5, 5, 5]]}, ""output"": 0}]","[""1 <= k <= 10^7"", ""1 <= matrix[i][j] <= 10^4"", ""1 <= matrix[0].length <= 150"", ""1 <= matrix.length <= 150""]","[{""input"": {""k"": 3, ""matrix"": [[2, 2, 5], [3, 3, 4], [5, 4, 3]]}, ""expected_output"": 2}, {""input"": {""k"": 7, ""matrix"": [[5, 5, 5, 5], [5, 5, 5, 5], [5, 5, 5, 5]]}, ""expected_output"": 0}, {""input"": {""k"": 45, ""matrix"": [[1, 2, 3], [4, 5, 6], [7, 8, 9]]}, ""expected_output"": 3}, {""input"": {""k"": 2, ""matrix"": [[1, 1, 1], [1, 1, 1], [1, 1, 1]]}, ""expected_output"": 2}, {""input"": {""k"": 5, ""matrix"": [[1, 2], [3, 4]]}, ""expected_output"": 0}]"
310,Maximum Sum Subarray with Updates,"You are given an array of integers `nums` of size `n`. You need to implement a data structure that supports the following two operations:

1.  `update(index, val)`: Update the value of `nums[index]` to `val`.
2.  `query(left, right)`: Find the maximum sum subarray within the range `[left, right]` (inclusive). Return 1 if the maximum sum subarray is positive, 0 otherwise. If the subarray is empty, it's considered to have a sum of 0 which is not positive, so return 0.

Implement this using a Segment Tree.",Hard,2025-03-16T18:07:47.414472+00:00,2025-03-16T18:07:47.414472+00:00,"[{""input"": {""nums"": [-2, 2, 5, -11, 6], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": [{""val"": 5, ""index"": 0}]}, ""output"": 1}, {""input"": {""nums"": [-1, -2, -3, -4, -5], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": []}, ""output"": 0}]","[""The number of update and query operations combined will not exceed 10^4."", ""0 <= left <= right < n"", ""-10^9 <= val <= 10^9"", ""0 <= index < n"", ""-10^9 <= nums[i] <= 10^9"", ""1 <= n <= 10^5""]","[{""input"": {""nums"": [-2, 2, 5, -11, 6], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": [{""val"": 5, ""index"": 0}]}, ""expected_output"": 1}, {""input"": {""nums"": [-1, -2, -3, -4, -5], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": []}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": []}, ""expected_output"": 1}, {""input"": {""nums"": [-1, 2, -3, 4, -5], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": []}, ""expected_output"": 1}, {""input"": {""nums"": [-2, -3, -5, -1, -6], ""queries"": [{""left"": 0, ""right"": 4}], ""updates"": [{""val"": 10, ""index"": 2}]}, ""expected_output"": 1}]"
311,Remove Duplicates,"Given a sorted array of integers, remove the duplicates in-place such that each unique element appears only once. The relative order of the elements should be kept the same.

Since it is impossible to change the length of the array in some languages, you must instead have the result be placed in the first part of the array nums. More formally, if there are k elements after removing the duplicates, then the first k elements of nums should hold the final result. It does not matter what you leave beyond the first k elements.

Return 1 if the array contained duplicates and they were successfully removed, otherwise return 0 if the array contained no duplicates.",Medium,2025-03-16T18:08:02.780562+00:00,2025-03-16T18:08:02.780562+00:00,"[{""input"": {""nums"": [1, 1, 2]}, ""output"": 1}, {""input"": {""nums"": [0, 0, 1, 1, 1, 2, 2, 3, 3, 4]}, ""output"": 1}]","[""nums is sorted in non-decreasing order."", ""-100 <= nums[i] <= 100"", ""1 <= nums.length <= 3 * 10^4""]","[{""input"": {""nums"": [1, 1, 2]}, ""expected_output"": 1}, {""input"": {""nums"": [0, 0, 1, 1, 1, 2, 2, 3, 3, 4]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 1, 1, 1, 1]}, ""expected_output"": 1}, {""input"": {""nums"": [1]}, ""expected_output"": 0}]"
312,Bitwise AND of Numbers Range,"Given two integers left and right that represent the range [left, right], return the bitwise AND of all numbers in this range, inclusive.",Medium,2025-03-16T18:08:35.069921+00:00,2025-03-16T18:08:35.069921+00:00,"[{""input"": {""left"": 5, ""right"": 7}, ""output"": 4}, {""input"": {""left"": 0, ""right"": 0}, ""output"": 0}]","[""0 <= left <= right <= 2^31 - 1""]","[{""input"": {""left"": 5, ""right"": 7}, ""expected_output"": 4}, {""input"": {""left"": 0, ""right"": 0}, ""expected_output"": 0}, {""input"": {""left"": 1, ""right"": 2147483647}, ""expected_output"": 0}, {""input"": {""left"": 10, ""right"": 11}, ""expected_output"": 10}, {""input"": {""left"": 12, ""right"": 15}, ""expected_output"": 12}]"
313,Generalized Fibonacci Sequence,"Given four integers, a, b, n, and m, determine if the nth term of a generalized Fibonacci sequence modulo m is even or odd. The generalized Fibonacci sequence is defined as follows: F(0) = a, F(1) = b, and F(n) = F(n-1) + F(n-2) for n >= 2. Return 0 if the nth term modulo m is even, and 1 if it is odd.",Hard,2025-03-16T18:08:47.636217+00:00,2025-03-16T18:08:47.636217+00:00,"[{""input"": {""a"": 1, ""b"": 1, ""m"": 2, ""n"": 5}, ""output"": 1}, {""input"": {""a"": 2, ""b"": 3, ""m"": 2, ""n"": 4}, ""output"": 1}]","[""2 <= m <= 10^9"", ""0 <= n <= 10^18"", ""0 <= a, b <= 10^9""]","[{""input"": {""a"": 1, ""b"": 1, ""m"": 2, ""n"": 5}, ""expected_output"": 1}, {""input"": {""a"": 2, ""b"": 3, ""m"": 2, ""n"": 4}, ""expected_output"": 1}, {""input"": {""a"": 2, ""b"": 4, ""m"": 2, ""n"": 3}, ""expected_output"": 0}, {""input"": {""a"": 1, ""b"": 0, ""m"": 2, ""n"": 100}, ""expected_output"": 0}, {""input"": {""a"": 5, ""b"": 7, ""m"": 2, ""n"": 1000000000000000000}, ""expected_output"": 1}]"
314,Detect Cycle in Linked List,"Given the head of a singly linked list, determine if the linked list has a cycle in it. Return 1 if there is a cycle. Otherwise, return 0.",Medium,2025-03-16T18:09:21.606901+00:00,2025-03-16T18:09:21.606901+00:00,"[{""input"": {""pos"": 1, ""head"": [3, 2, 0, -4]}, ""output"": 1}, {""input"": {""pos"": 0, ""head"": [1, 2]}, ""output"": 1}]","[""pos is -1 or a valid index in the linked-list."", ""-10^5 <= Node.val <= 10^5"", ""The number of the nodes in the list is in the range [0, 10^4].""]","[{""input"": {""pos"": 1, ""head"": [3, 2, 0, -4]}, ""expected_output"": 1}, {""input"": {""pos"": 0, ""head"": [1, 2]}, ""expected_output"": 1}, {""input"": {""pos"": -1, ""head"": [1]}, ""expected_output"": 0}, {""input"": {""pos"": -1, ""head"": [1, 2, 3, 4, 5]}, ""expected_output"": 0}, {""input"": {""pos"": -1, ""head"": []}, ""expected_output"": 0}]"
315,Maximum Sum Subarray After Updates,"You are given an array `nums` of `n` integers. You are also given `q` queries. Each query consists of two integers `index` and `value`. For each query, update `nums[index]` to `value`. After each update, find if there exists a non-empty subarray with sum equal to 0. If such a subarray exists, return 1, otherwise return 0.",Hard,2025-03-16T18:10:38.763329+00:00,2025-03-16T18:10:38.763329+00:00,"[{""input"": {""nums"": [1, 2, -3, 4, -5], ""queries"": [{""index"": 0, ""value"": -1}, {""index"": 2, ""value"": 3}]}, ""output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""queries"": [{""index"": 0, ""value"": -6}]}, ""output"": 1}]","[""-10^9 <= value <= 10^9"", ""0 <= index < n"", ""1 <= q <= 10^5"", ""-10^9 <= nums[i] <= 10^9"", ""1 <= n <= 10^5""]","[{""input"": {""nums"": [1, 2, -3, 4, -5], ""queries"": [{""index"": 0, ""value"": -1}, {""index"": 2, ""value"": 3}]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""queries"": [{""index"": 0, ""value"": -6}]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""queries"": [{""index"": 0, ""value"": 6}]}, ""expected_output"": 0}, {""input"": {""nums"": [1, -1, 1, -1, 1], ""queries"": [{""index"": 2, ""value"": -1}]}, ""expected_output"": 1}, {""input"": {""nums"": [5, -2, 3, -1, 0], ""queries"": [{""index"": 0, ""value"": 0}]}, ""expected_output"": 1}]"
316,Contains Duplicate Value in Linked List,"Given the head of a singly linked list, determine if the list contains any duplicate values. Return 1 if it does, and 0 if it does not.",Easy,2025-03-16T18:11:02.073226+00:00,2025-03-16T18:11:02.073226+00:00,"[{""input"": {""head"": [1, 2, 3, 1]}, ""output"": 1}, {""input"": {""head"": [1, 2, 3, 4]}, ""output"": 0}]","[""-10^5 <= Node.val <= 10^5"", ""1 <= length of linked list <= 10^4""]","[{""input"": {""head"": [1, 2, 3, 1]}, ""expected_output"": 1}, {""input"": {""head"": [1, 2, 3, 4]}, ""expected_output"": 0}, {""input"": {""head"": [1, 1, 1, 1]}, ""expected_output"": 1}, {""input"": {""head"": [5, 4, 3, 2, 1]}, ""expected_output"": 0}, {""input"": {""head"": [10, 20, 30, 20]}, ""expected_output"": 1}]"
317,Longest Consecutive Sequence After Deletions,"Given an array of integers `nums` and an array of indices `deletions`, where `deletions[i]` represents the index of the element to delete at the i-th step. After each deletion, find the length of the longest consecutive sequence in the remaining array. If the array is empty, return 0.",Hard,2025-03-16T18:11:51.253647+00:00,2025-03-16T18:11:51.253647+00:00,"[{""input"": {""nums"": [1, 2, 3, 4, 5], ""deletions"": [0, 1, 2]}, ""output"": 2}, {""input"": {""nums"": [5, 0, 4, 1, 3], ""deletions"": [3, 0]}, ""output"": 2}]","[""0 <= deletions[i] < nums.length"", ""0 <= deletions.length <= nums.length"", ""0 <= nums[i] <= 10^5"", ""1 <= nums.length <= 10^5""]","[{""input"": {""nums"": [1, 2, 3, 4, 5], ""deletions"": [0, 1, 2]}, ""expected_output"": 2}, {""input"": {""nums"": [5, 0, 4, 1, 3], ""deletions"": [3, 0]}, ""expected_output"": 2}, {""input"": {""nums"": [4, 0, 2, 3, 1], ""deletions"": [2, 3]}, ""expected_output"": 2}, {""input"": {""nums"": [1, 2, 0, 3], ""deletions"": [0, 1]}, ""expected_output"": 2}, {""input"": {""nums"": [100, 4, 200, 1, 3, 2], ""deletions"": [0, 2, 4]}, ""expected_output"": 2}]"
318,Minimum Cost Path with Obstacles,"You are given a grid of size m x n representing a maze. Each cell in the grid has a cost associated with it. You start at the top-left cell (0, 0) and want to reach the bottom-right cell (m-1, n-1). However, some cells are blocked by obstacles. You can only move to adjacent cells (up, down, left, right) that are not blocked. The cost of moving to a cell is the cost associated with that cell. Find the minimum cost to reach the bottom-right cell from the top-left cell. If it is not possible to reach the bottom-right cell, return -1. Obstacles are represented by -1.",Hard,2025-03-16T18:12:34.481575+00:00,2025-03-16T18:12:34.481575+00:00,"[{""input"": {""grid"": [[1, 3, 1], [2, -1, 5], [3, 4, 2]]}, ""output"": -1}, {""input"": {""grid"": [[1, 3, 1], [2, 8, 5], [3, 4, 2]]}, ""output"": 16}]","[""grid[m-1][n-1] != -1"", ""grid[0][0] != -1"", ""-1 <= grid[i][j] <= 100"", ""1 <= m, n <= 100""]","[{""input"": {""grid"": [[1, 3, 1], [2, 8, 5], [3, 4, 2]]}, ""expected_output"": 16}, {""input"": {""grid"": [[1, 2], [3, 4]]}, ""expected_output"": 10}, {""input"": {""grid"": [[1, 3, 1], [2, -1, 5], [3, 4, 2]]}, ""expected_output"": -1}, {""input"": {""grid"": [[1]]}, ""expected_output"": 1}, {""input"": {""grid"": [[5, -1, 5], [2, 3, 4], [5, 6, 7]]}, ""expected_output"": -1}]"
320,Palindrome Queue Stack,"Given a string, determine if it is a palindrome using a queue and a stack. Ignore spaces and punctuation. Return 1 if it is a palindrome, otherwise return 0.",Medium,2025-03-16T18:15:26.310608+00:00,2025-03-16T18:15:26.310608+00:00,"[{""input"": {""s"": ""racecar""}, ""output"": 1}, {""input"": {""s"": ""A man, a plan, a canal: Panama""}, ""output"": 1}]","[""s consists of printable ASCII characters."", ""1 \u2264 s.length \u2264 10^5""]","[{""input"": {""s"": ""racecar""}, ""expected_output"": 1}, {""input"": {""s"": ""A man, a plan, a canal: Panama""}, ""expected_output"": 1}, {""input"": {""s"": ""hello""}, ""expected_output"": 0}, {""input"": {""s"": ""Was it a car or a cat I saw?""}, ""expected_output"": 1}, {""input"": {""s"": ""No 'x' in Nixon""}, ""expected_output"": 1}]"
321,Maximum Area Container with K Obstacles,"Given n non-negative integers representing an elevation map where the width of each bar is 1, and an integer k representing the maximum number of obstacles allowed, find the maximum amount of water a container can contain, considering the obstacles present within the container. An obstacle is defined as a vertical bar with a height greater than or equal to the water level at that point. Return 1 if a valid container is found, otherwise return 0.",Hard,2025-03-16T18:16:49.931406+00:00,2025-03-16T18:16:49.931406+00:00,"[{""input"": {""k"": 2, ""heights"": [1, 3, 2, 4, 1, 3, 2]}, ""output"": 1}, {""input"": {""k"": 1, ""heights"": [2, 1, 5, 6, 2, 3]}, ""output"": 1}]","[""0 <= k <= 10^5"", ""0 <= heights[i] <= 10^4"", ""2 <= heights.length <= 10^5""]","[{""input"": {""k"": 0, ""heights"": [1, 8, 6, 2, 5, 4, 8, 3, 7]}, ""expected_output"": 1}, {""input"": {""k"": 0, ""heights"": [1, 1]}, ""expected_output"": 0}, {""input"": {""k"": 0, ""heights"": [4, 3, 2, 1, 4]}, ""expected_output"": 1}, {""input"": {""k"": 1, ""heights"": [1, 5, 4, 3]}, ""expected_output"": 1}, {""input"": {""k"": 10, ""heights"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}]"
322,Ransom Note,"Given two strings ransomNote and magazine, return 1 if ransomNote can be constructed by using the letters from magazine and return 0 otherwise. Each letter in magazine can only be used once in ransomNote.",Medium,2025-03-16T18:17:07.109850+00:00,2025-03-16T18:17:07.109850+00:00,"[{""input"": {""magazine"": ""b"", ""ransomNote"": ""a""}, ""output"": 0}, {""input"": {""magazine"": ""ab"", ""ransomNote"": ""aa""}, ""output"": 0}, {""input"": {""magazine"": ""aab"", ""ransomNote"": ""aa""}, ""output"": 1}]","[""ransomNote and magazine consist of lowercase English letters."", ""1 <= ransomNote.length, magazine.length <= 10^5""]","[{""input"": {""magazine"": ""b"", ""ransomNote"": ""a""}, ""expected_output"": 0}, {""input"": {""magazine"": ""ab"", ""ransomNote"": ""aa""}, ""expected_output"": 0}, {""input"": {""magazine"": ""aab"", ""ransomNote"": ""aa""}, ""expected_output"": 1}, {""input"": {""magazine"": ""hjibagacbajjjefhhgggaa"", ""ransomNote"": ""fihjjjjei""}, ""expected_output"": 1}, {""input"": {""magazine"": ""efjbdfbdgfjhhaiigfhbaejahgfbbgbjjjjdg"", ""ransomNote"": ""bg""}, ""expected_output"": 1}]"
323,Largest Coprime Divisor,"Given two positive integers A and B, find the largest integer d such that d divides A and gcd(d, B) = 1. Return the largest such integer d.",Hard,2025-03-16T18:17:18.694063+00:00,2025-03-16T18:17:18.694063+00:00,"[{""input"": {""A"": 30, ""B"": 12}, ""output"": 5}, {""input"": {""A"": 5, ""B"": 10}, ""output"": 1}]","[""1 <= B <= 10^9"", ""1 <= A <= 10^9""]","[{""input"": {""A"": 30, ""B"": 12}, ""expected_output"": 5}, {""input"": {""A"": 5, ""B"": 10}, ""expected_output"": 1}, {""input"": {""A"": 100, ""B"": 20}, ""expected_output"": 1}, {""input"": {""A"": 10, ""B"": 1}, ""expected_output"": 10}, {""input"": {""A"": 12, ""B"": 30}, ""expected_output"": 2}]"
324,Minimum Cost Maximum Flow with Node Capacities,"Given a directed graph with node and edge capacities and costs, determine if it is possible to send a flow of at least 'flow_required' from a source node 'source' to a sink node 'sink'. Each edge has a capacity 'capacity' and a cost 'cost' per unit of flow. Each node has a capacity 'node_capacity' which limits the total flow that can pass through it. The goal is to find a flow that satisfies the flow requirement and respects both edge and node capacities, while minimizing the total cost. Return 1 if it is possible to achieve a flow of at least 'flow_required' from 'source' to 'sink' with the given constraints, and 0 otherwise.",Hard,2025-03-16T18:17:55.268354+00:00,2025-03-16T18:17:55.268354+00:00,"[{""input"": {""sink"": 3, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 3}, {""u"": 0, ""v"": 2, ""cost"": 2, ""capacity"": 2}, {""u"": 1, ""v"": 3, ""cost"": 3, ""capacity"": 2}, {""u"": 2, ""v"": 3, ""cost"": 1, ""capacity"": 3}], ""source"": 0, ""num_nodes"": 4, ""flow_required"": 2, ""node_capacities"": [10, 2, 2, 10]}, ""output"": 1}, {""input"": {""sink"": 3, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 3}, {""u"": 0, ""v"": 2, ""cost"": 2, ""capacity"": 2}, {""u"": 1, ""v"": 3, ""cost"": 3, ""capacity"": 2}, {""u"": 2, ""v"": 3, ""cost"": 1, ""capacity"": 3}], ""source"": 0, ""num_nodes"": 4, ""flow_required"": 5, ""node_capacities"": [10, 2, 2, 10]}, ""output"": 0}]","[""1 \u2264 node_capacity \u2264 1000 for each node"", ""1 \u2264 cost \u2264 1000 for each edge"", ""1 \u2264 capacity \u2264 1000 for each edge"", ""0 \u2264 u < num_nodes, 0 \u2264 v < num_nodes for each edge"", ""0 \u2264 number of edges \u2264 num_nodes * (num_nodes - 1)"", ""1 \u2264 flow_required \u2264 1000"", ""source != sink"", ""0 \u2264 sink < num_nodes"", ""0 \u2264 source < num_nodes"", ""2 \u2264 num_nodes \u2264 100""]","[{""input"": {""sink"": 3, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 3}, {""u"": 0, ""v"": 2, ""cost"": 2, ""capacity"": 2}, {""u"": 1, ""v"": 3, ""cost"": 3, ""capacity"": 2}, {""u"": 2, ""v"": 3, ""cost"": 1, ""capacity"": 3}], ""source"": 0, ""num_nodes"": 4, ""flow_required"": 2, ""node_capacities"": [10, 2, 2, 10]}, ""expected_output"": 1}, {""input"": {""sink"": 3, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 3}, {""u"": 0, ""v"": 2, ""cost"": 2, ""capacity"": 2}, {""u"": 1, ""v"": 3, ""cost"": 3, ""capacity"": 2}, {""u"": 2, ""v"": 3, ""cost"": 1, ""capacity"": 3}], ""source"": 0, ""num_nodes"": 4, ""flow_required"": 5, ""node_capacities"": [10, 2, 2, 10]}, ""expected_output"": 0}, {""input"": {""sink"": 2, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 5}, {""u"": 1, ""v"": 2, ""cost"": 1, ""capacity"": 3}], ""source"": 0, ""num_nodes"": 3, ""flow_required"": 4, ""node_capacities"": [10, 3, 10]}, ""expected_output"": 0}, {""input"": {""sink"": 2, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 5}, {""u"": 1, ""v"": 2, ""cost"": 1, ""capacity"": 3}], ""source"": 0, ""num_nodes"": 3, ""flow_required"": 2, ""node_capacities"": [10, 3, 10]}, ""expected_output"": 1}, {""input"": {""sink"": 4, ""edges"": [{""u"": 0, ""v"": 1, ""cost"": 1, ""capacity"": 5}, {""u"": 0, ""v"": 2, ""cost"": 2, ""capacity"": 6}, {""u"": 1, ""v"": 3, ""cost"": 3, ""capacity"": 3}, {""u"": 2, ""v"": 3, ""cost"": 1, ""capacity"": 4}, {""u"": 3, ""v"": 4, ""cost"": 2, ""capacity"": 6}], ""source"": 0, ""num_nodes"": 5, ""flow_required"": 7, ""node_capacities"": [10, 3, 4, 6, 10]}, ""expected_output"": 1}]"
